,DCmean,DCstd,clustermean,clusterstd,modularity,transitivity,eig_mean,eig_std,time,num_nodes,num_edges,token
0,1.4,1.0093314619093174,0.0,0.0,0.30000000000000004,0.0,0.3863650676203033,0.2517986162659518,2018-11-28,5,14,WBTC
1,1.0,0.0,0.0,0.0,0.0,0.0,0.5007047205837583,0.7061087491104192,2019-01-07,2,1,WBTC
2,1.0,0.0,0.0,0.0,0.0,0.0,0.5007047205837583,0.7061087491104192,2019-01-11,2,1,WBTC
3,1.9999999999999998,1.247219128924647,0.0,0.0,0.21875,0.0,0.4139928821440027,0.323748654636282,2019-01-23,4,12,WBTC
4,2.1666666666666665,1.6442942874387492,0.0,0.0,0.16666666666666663,0.0,0.35355389635520973,0.4082477064594479,2019-01-24,4,13,WBTC
5,1.3333333333333333,0.5773502691896257,0.0,0.0,0.0,0.0,0.5690356063072538,0.11957306608013357,2019-01-25,3,4,WBTC
6,1.0,0.0,0.0,0.0,0.0,0.0,0.5007047205837583,0.7061087491104192,2019-01-26,2,1,WBTC
7,1.0,0.5,0.0,0.0,0.0,0.0,0.47188801158819266,0.40740956883584906,2019-01-28,3,3,WBTC
8,0.4000000000000001,0.1788854381999832,0.0,0.0,0.26,0.0,0.23570292596322015,0.365147856122492,2019-01-29,6,6,WBTC
9,0.0882694541231127,0.19630459421217852,0.0,0.0,0.5955215419501133,0.0,0.11778859614269648,0.10088457035772516,2019-01-30,42,76,WBTC
10,0.04303586321934938,0.15834268055705247,0.028246753246753242,0.14899493988945975,0.6083903091557669,0.0028929604628736743,0.07954815772119428,0.05280481337074887,2019-01-31,110,258,WBTC
11,0.08244680851063835,0.1876854203594341,0.0,0.0,0.5839746491625171,0.0,0.11360832506960793,0.08997294236225968,2019-02-01,48,93,WBTC
12,0.1231527093596059,0.28195650764377506,0.0,0.0,0.6172022684310019,0.0,0.12432949417410157,0.14037235298025205,2019-02-02,29,50,WBTC
13,0.2987012987012986,0.6351782614822293,0.0,0.0,0.5692520775623268,0.0,0.15066550586975846,0.15439558307002843,2019-02-03,22,69,WBTC
14,0.09915966386554614,0.18779762514380657,0.033333333333333326,0.11991282236408358,0.6150519031141869,0.022727272727272728,0.12142273945512702,0.11930905764299608,2019-02-04,35,59,WBTC
15,0.2426470588235294,0.2659761951699039,0.0,0.0,0.529296875,0.0,0.08412188175860023,0.23448076322478795,2019-02-05,17,33,WBTC
16,0.12554112554112554,0.20549909723542065,0.0,0.0,0.5299999999999999,0.0,0.12856490613689928,0.17407762745946284,2019-02-06,22,29,WBTC
17,0.20000000000000004,0.1794874464697552,0.1,0.2070196678027063,0.6631944444444444,0.2,0.1733607044707906,0.19806041505792907,2019-02-07,15,21,WBTC
18,0.2028985507246377,0.367511622599074,0.0,0.0,0.4548816568047337,0.0,0.1684248569835355,0.11780485359489082,2019-02-08,24,56,WBTC
19,0.2948717948717949,0.45973949021201,0.0,0.0,0.2851239669421488,0.0,0.1982591381394592,0.20186899297039662,2019-02-09,13,23,WBTC
20,0.1988304093567251,0.2888626468812923,0.0,0.0,0.5484429065743945,0.0,0.1605721379829325,0.16834408902407322,2019-02-10,19,34,WBTC
21,0.1353846153846154,0.2626820248015576,0.0,0.0,0.5756143667296786,0.0,0.11382132177659333,0.1628695643065037,2019-02-11,26,44,WBTC
22,0.23333333333333342,0.2372684056006958,0.0,0.0,0.6124260355029586,0.0,0.10669487043982312,0.23350364364741286,2019-02-12,16,28,WBTC
23,0.09999999999999998,0.1507120445431299,0.0,0.0,0.65875,0.0,0.05443146070993216,0.1964190251015857,2019-02-13,25,30,WBTC
24,0.21978021978021975,0.1904816090435901,0.0,0.0,0.615,0.0,0.12194088795976439,0.24679887136791215,2019-02-14,14,20,WBTC
25,0.23529411764705876,0.36092470063405657,0.0,0.0,0.5622222222222222,0.0,0.14698709309056338,0.18959807339027188,2019-02-15,18,36,WBTC
26,0.32500000000000007,0.3809345233909774,0.0,0.0,0.6124260355029586,0.0,0.19398167857391946,0.1628778139265369,2019-02-16,16,39,WBTC
27,0.6181818181818182,0.6823755297754776,0.0,0.0,0.4753086419753086,0.0,0.12954307858557704,0.28555288454089917,2019-02-17,11,34,WBTC
28,0.11111111111111116,0.19019292194718262,0.0,0.0,0.6032986111111112,0.0,0.1304731519769314,0.13922393168717212,2019-02-18,28,42,WBTC
29,0.10389610389610392,0.11996144832664629,0.0,0.0,0.6453287197231833,0.0,0.12026200606274565,0.1801870850177156,2019-02-19,22,24,WBTC
30,0.14285714285714285,0.19950512511293503,0.0,0.0,0.6834319526627219,0.0,0.11488490845703692,0.15280595521734616,2019-02-20,28,54,WBTC
31,0.13546798029556648,0.2796517693384018,0.0,0.0,0.49759999999999993,0.0,0.13025972488238213,0.13468743155562296,2019-02-21,29,55,WBTC
32,0.13768115942028988,0.21858525313949662,0.0,0.0,0.5962500000000002,0.0,0.16428808383345297,0.12375048743829796,2019-02-22,24,38,WBTC
