,DCmean,DCstd,clustermean,clusterstd,modularity,transitivity,eig_mean,eig_std,closenessmean,closenessstd,time,num_nodes,num_edges,token
0,0.003919552785452683,0.013935638275259772,0.012659093072151035,0.11193612578792501,0.8396613813490968,0.0009828009828009828,0.017812412422419568,0.04711670346413614,0.04770888563149748,0.05048885372813939,2020-12-11,395,305,AAVE
1,0.0033357302652604883,0.006854165818055913,0.011164257369614513,0.1051701881827949,0.9440505217110702,0.002652519893899204,0.014654103586695957,0.04496569030442802,0.017671331589966775,0.02230933793464951,2020-12-12,448,334,AAVE
2,0.004201680672268896,0.0029525469164086624,0.01098901098901099,0.10444237376477639,0.9783859303090091,0.02830188679245283,0.012526033580721971,0.059321094284886765,0.0058024738320548155,0.006118364367533258,2020-12-13,273,156,AAVE
3,0.0042471042471042405,0.001580502614643031,0.011538461538461539,0.10700168900237728,0.9888014083818295,0.08571428571428572,0.00882981173480156,0.061503961338638086,0.0046323448109162335,0.0020281136839643116,2020-12-14,260,143,AAVE
4,0.0037845209682918395,0.005087479377838201,0.014285714285714285,0.11880757706570545,0.9026143260377473,0.005272407732864675,0.012313757601506261,0.047272024881922774,0.020674662287843763,0.024621197971048177,2020-12-15,420,333,AAVE
5,0.00177458974287129,0.0015717241371307497,0.0,0.0,0.9756725146198817,0.0,0.006142599528171555,0.03479455153028777,0.004382505072568317,0.0064200937819433685,2020-12-16,802,570,AAVE
6,0.002090399195783518,0.001826818993070472,0.0,0.0,0.9814720363590459,0.0,0.006754729803595794,0.03857519899451515,0.003905198123140442,0.0049187603399719225,2020-12-17,653,445,AAVE
7,0.0017683377291067206,0.0013387260299085177,0.0,0.0,0.9845430083511693,0.0,0.006053051037485389,0.03545383244361398,0.003416845790143561,0.004598867495522741,2020-12-18,774,529,AAVE
8,0.0015906239098629313,0.00163148540792763,0.0015221443955765505,0.03558194748845709,0.9760755489243869,0.0026431718061674008,0.005984407510538886,0.03325204498359648,0.004401288331293117,0.007233630892063529,2020-12-19,877,611,AAVE
9,0.0019212058246342895,0.0013045302119490444,0.00430416068866571,0.06551177307037759,0.9862333990311096,0.006756756756756757,0.0058653697434562025,0.03744769175796072,0.003077455561473102,0.003338813320295236,2020-12-20,697,466,AAVE
10,0.002550751523072738,0.0017636162792725198,0.0,0.0,0.9810653492096042,0.0,0.007307892176486827,0.042692705726835596,0.0042931253265069734,0.00435554674022503,2020-12-21,534,363,AAVE
11,0.0025097894120186346,0.002162579415684049,0.0,0.0,0.9815211682533539,0.0,0.007454851204521448,0.04125283949976675,0.0045286962201327744,0.005169219551205333,2020-12-22,570,407,AAVE
12,0.002202409126474324,0.0021461396523492237,0.0,0.0,0.9761777662357612,0.0,0.007556873661992453,0.03870419617370597,0.004836300524316786,0.0066651995987029155,2020-12-23,644,456,AAVE
13,0.002484472049689458,0.0019628148562759198,0.0,0.0,0.974524092801905,0.0,0.00733765907784783,0.04108801817965841,0.00477057496838635,0.0050349820230973594,2020-12-24,575,410,AAVE
14,0.002629428277013851,0.001981832471685994,0.0,0.0,0.9864426588750932,0.0,0.00701436633809686,0.04286605049450381,0.004122644366640639,0.003697276908899096,2020-12-25,531,370,AAVE
15,0.002197401597926176,0.0015900572663089735,0.0,0.0,0.9839054768629629,0.0,0.006198854645893069,0.03941915399141971,0.0037718991276431647,0.0036789803682376666,2020-12-26,629,434,AAVE
16,0.0021583276733831342,0.0012413945860766727,0.0,0.0,0.987377812552633,0.0,0.005664654498489268,0.03943554669188697,0.003225534266937828,0.002690739725511799,2020-12-27,631,429,AAVE
17,0.002021854485203111,0.0018506755076109624,0.004341534008683068,0.06579475550631798,0.9804776949432651,0.003989361702127659,0.006778070983244237,0.037460199320069706,0.004074872240645221,0.005279293467472262,2020-12-28,691,482,AAVE
18,0.0021283715949401145,0.0025095027196358043,0.0016832504145936982,0.03883338508935478,0.9722013457625178,0.0026200873362445414,0.007526114766072428,0.037921514212515155,0.006106746994539553,0.008478603169243664,2020-12-29,670,477,AAVE
19,0.0013899902991577498,0.008439195330607108,0.0026515476250526227,0.049678935519619855,0.8056265063532783,8.3860958530756e-05,0.011557137476421826,0.025726858781225864,0.06857135153236256,0.06317250997821088,2020-12-30,1258,1099,AAVE
20,0.0018587190404248837,0.003860861363340977,0.0,0.0,0.9410026396606972,0.0,0.009289769896918536,0.03390704121139676,0.015882447946128267,0.02339988601997085,2020-12-31,810,609,AAVE
21,0.0018912112571165228,0.0029371290148212706,0.0,0.0,0.9635590515479874,0.0,0.0095066472013463,0.03447144422180734,0.009004925410224532,0.015041547921197222,2021-01-01,783,579,AAVE
22,0.0018794700910272958,0.0025161225659856555,0.0016038144776766364,0.03662599871303287,0.9691469848226648,0.0017857142857142857,0.008068460931798612,0.03516956789356203,0.006842088037883036,0.010159549561888456,2021-01-02,769,555,AAVE
23,0.0017282479141835835,0.0031164333581074045,0.0,0.0,0.9666173246944412,0.0,0.0076840139968621865,0.03365680715377327,0.010910878904445717,0.018371766892648803,2021-01-03,840,609,AAVE
24,0.0014209591474245496,0.0034370940201115304,0.0014801657785671993,0.03292760111055649,0.9395888888888941,0.0003353079244439477,0.007095898390023232,0.028956732512404233,0.015534482377196433,0.020095500050579047,2021-01-04,1126,900,AAVE
25,0.0012384975832455676,0.0020519741273249607,0.0,0.0,0.9591798550445525,0.0,0.0053832900813311725,0.027859465784256975,0.00903935878490639,0.013359455001858311,2021-01-05,1243,956,AAVE
