,DCmean,DCstd,clustermean,clusterstd,modularity,transitivity,eig_mean,eig_std,time,num_nodes,num_edges,token
0,0.00017719619959548572,0.004429580443777325,0.02387661908837478,0.12536528071964712,0.7115643092069431,9.846213893542423e-05,0.0020633262579157893,0.007080998400718956,2020-09-21,18384,29942,UNI
1,0.00024308798481855693,0.00525971927016102,0.02428571349495788,0.11211735108915118,0.721883516203511,0.0001640233613141771,0.002566578646514922,0.007847792387313257,2020-09-22,14669,26152,UNI
2,0.00024037664658369809,0.005715132389213371,0.035835174239942244,0.15147914877834526,0.7241590954776174,0.0001980011415262723,0.0026836713114151496,0.007579382682806706,2020-09-23,15469,28758,UNI
3,0.00020240783038555984,0.004786481528595036,0.023556551028387024,0.1277290629622453,0.7321951497382718,0.00010822936404550241,0.0022036337862084096,0.0076484630472821525,2020-09-24,15785,25215,UNI
4,0.0003371971262036344,0.006443062937772344,0.03218880197640509,0.14793504685531153,0.7265696269809848,0.0002916939223096986,0.0031750870338916044,0.009209860930467354,2020-09-25,10538,18721,UNI
5,0.0003055031195836326,0.005756469247110345,0.024323362285217923,0.1121933816496305,0.7705324684359972,0.0002909170954399079,0.0034289333195524183,0.008662529466627376,2020-09-26,11522,20277,UNI
6,0.0003928319280389751,0.006392647720640442,0.03130089027944128,0.1459361076519687,0.7483807500809355,0.0003642614052937775,0.0029760240924906396,0.010090130712894458,2020-09-27,9037,16039,UNI
7,0.0004100247619595273,0.006767649105666953,0.023718925103986255,0.11041469754489273,0.7496526162648378,0.00031565902589962823,0.003276254146757302,0.010388310602812999,2020-09-28,8429,14564,UNI
8,0.00040928433369262707,0.006424096055510308,0.016455341652080444,0.09951754832194455,0.7506876535415361,0.0002335313346646485,0.0032255115249165294,0.010967201286500044,2020-09-29,7653,11984,UNI
9,0.0004468616695480993,0.006720620567866834,0.021651827094906016,0.10727337914993193,0.7406548687743412,0.00040138402541543665,0.003648625177928464,0.011223254707252021,2020-09-30,7181,11520,UNI
10,0.0004958842728955392,0.007552583130741317,0.023804809315038585,0.11669090510303189,0.7447610973883153,0.00047665933015262593,0.003559133161860899,0.011143873115511911,2020-10-01,7308,13240,UNI
11,0.0004998919241272153,0.0073039226202427435,0.018865638004295804,0.10578367790856062,0.7446652739928605,0.00037318814792233404,0.0038139740700065907,0.011548097878426658,2020-10-02,6762,11427,UNI
12,0.0006094413080719727,0.0081906509321665,0.024704964870605053,0.11826666339764168,0.7322116662386061,0.0005096265012914551,0.004096717980218077,0.012778760407336685,2020-10-03,5554,9398,UNI
13,0.00060207318087505,0.008259535235514771,0.027196983762023764,0.12572645787907688,0.7252821362789692,0.0005295945645984732,0.004454719815367744,0.012521948784283199,2020-10-04,5662,9649,UNI
14,0.0005599103629109095,0.008154983290259514,0.036542299813477695,0.1642530951866929,0.7312161161237364,0.0005511548735916091,0.004238916160067556,0.011557118097695206,2020-10-05,6600,12193,UNI
15,0.0004953624788931454,0.007708070518197673,0.026914192017843036,0.13153611049455527,0.7334723461682647,0.00038000337780780274,0.00415374606709372,0.010990418130474357,2020-10-06,7245,12999,UNI
16,0.0006077928694529388,0.00846029380156063,0.025900581588788916,0.12190567082095392,0.7495963225857613,0.000627397731517719,0.004423154229325325,0.01147089708332179,2020-10-07,6617,13304,UNI
17,0.0006507389877248918,0.008450840046205787,0.02893660816215872,0.14005697367842088,0.7468645296212825,0.0006120385318171335,0.004510360984512583,0.012033538562561705,2020-10-08,6056,11931,UNI
18,0.0007302602822485101,0.008943927778409957,0.026071310113624034,0.12952551918553393,0.7484420571012791,0.0007318177892377953,0.004337167589106553,0.012951935452431255,2020-10-09,5361,10492,UNI
19,0.0007654951092907899,0.008700028956342231,0.019309775558929945,0.108713407072701,0.7505731158663197,0.0005918828848387654,0.004414284688333189,0.013563514504129012,2020-10-10,4916,9248,UNI
20,0.0008963972342132967,0.009822723211702876,0.030824550806591088,0.13971952987419148,0.7296714419923431,0.001052093023255814,0.004801821380441115,0.014341042791412814,2020-10-11,4373,8569,UNI
21,0.0006625617041004472,0.0073132829569115395,0.017128903587977695,0.10563679257980813,0.7730231068637199,0.0006156357039850388,0.0036718781751210313,0.013152094788219227,2020-10-12,5364,9530,UNI
22,0.0005879945543685785,0.006963489571634179,0.01424878955566981,0.0922703398671304,0.7665014644505356,0.0003222531603978247,0.0034316265447064845,0.013220775560098725,2020-10-13,5361,8448,UNI
23,0.0007227143751967071,0.0077033752254050975,0.02420672205938377,0.12460271846893081,0.7604375189524056,0.000669935310254957,0.004459172463554063,0.013041533974432572,2020-10-14,5265,10015,UNI
24,0.0007179615633971521,0.007570276886491795,0.019660808687326597,0.11080082761726491,0.763870623644747,0.0007036840968321236,0.004406015501098784,0.013554012614724638,2020-10-15,4924,8702,UNI
25,0.0006881737667584747,0.007757777075633273,0.017729241657005877,0.09863127981048662,0.7676722384700622,0.0006912337685634536,0.0042427737695055695,0.012932491394394565,2020-10-16,5399,10028,UNI
26,0.0007464072258103204,0.007656669069319827,0.018689035734497417,0.10263952766801761,0.7373599629600421,0.0006414814887471004,0.004418903898642691,0.013959847238524574,2020-10-17,4665,8120,UNI
27,0.0008284409654271997,0.009031799737098565,0.03556707953160738,0.15817839074351853,0.7408595792396417,0.001000491270501096,0.004420636018523825,0.014067419863114194,2020-10-18,4600,8763,UNI
28,0.0015263479506518137,0.02564100495021488,0.02157103018439552,0.11279268246283718,0.7377719111317421,0.0010438544155620092,0.0046042624170717335,0.014569729672696222,2020-10-19,4284,14003,UNI
29,0.0009181458678613756,0.012184141442827852,0.016727573319751114,0.0930305759691743,0.7515768049955581,0.0007552259852169616,0.004720791400233379,0.013932432727643915,2020-10-20,4622,9805,UNI
30,0.0006738947789558414,0.007547745471574616,0.017162686297624602,0.1043563630042796,0.7655836576072721,0.0006060110660439315,0.0038745156825236216,0.013602394394095475,2020-10-21,5000,8422,UNI
31,0.0005871822509415391,0.006467397375240705,0.011775596503429317,0.07949079655194398,0.7718744937612196,0.0004635376565421662,0.003489619040366,0.013081986983515651,2020-10-22,5456,8738,UNI
32,0.0007404615318441963,0.00734691295357125,0.017695871301692603,0.09967557659167384,0.7675058462249127,0.0012071322412692907,0.003804186858635225,0.014610649138208549,2020-10-23,4388,7127,UNI
33,0.0006983489847779347,0.006979844347637571,0.018237862914113095,0.1009296200086809,0.7595179696858632,0.0008609290155586191,0.004635437515937882,0.014211671420337867,2020-10-24,4476,6994,UNI
34,0.0007307670898048737,0.007258021765113211,0.017361039443487096,0.09662573040418777,0.7654605737939315,0.0007340827517616295,0.004522064918856745,0.014265711154511538,2020-10-25,4466,7286,UNI
35,0.000744679079513602,0.007784019997315659,0.01615984329893879,0.09678800823603417,0.7606195036380531,0.0006394404441535142,0.0046444885343962655,0.01420344636142888,2020-10-26,4479,7468,UNI
36,0.0008195084036489227,0.008327684632788612,0.017992614233133013,0.1057856457693781,0.75510803562262,0.000692214372368515,0.004561037866994907,0.014652911440483876,2020-10-27,4247,7389,UNI
37,0.0008513843555270518,0.008994085676350473,0.016309268863351777,0.09030608577119988,0.7547371965443296,0.0007417904134571575,0.0044468799023999975,0.015471089994468374,2020-10-28,3860,6341,UNI
38,0.0009408517446351766,0.010325918219392759,0.02141293440038676,0.09968834869047914,0.7492609134932025,0.00095297111607116,0.004546199060273253,0.015212051844256662,2020-10-29,3968,7405,UNI
39,0.0006618909191584845,0.0077703012581297635,0.016549974605410706,0.09880713463084836,0.7739483090397793,0.0006696860210676301,0.004956227188124034,0.012707389724334252,2020-10-30,5376,9563,UNI
