,DCmean,DCstd,clustermean,clusterstd,modularity,transitivity,eig_mean,eig_std,closenessmean,closenessstd,time,num_nodes,num_edges,token
0,0.030252100840336128,0.004971495616050094,0.0,0.0,0.9382716049382718,0.0,0.04877905652273804,0.164202271923659,0.030812324929971987,0.0053923441001659505,2020-10-10,35,18,AAVE
1,0.030158730158730156,0.006637448118449232,0.0,0.0,0.9418282548476451,0.0,0.04742422179043048,0.1620435527657031,0.029100529100529102,0.007179297322559598,2020-10-11,36,19,AAVE
2,0.028205128205128206,0.007790302823720512,0.0,0.0,0.9380165289256202,0.0,0.08535982959643014,0.1347883411654043,0.029914529914529912,0.00798033813545173,2020-10-12,40,22,AAVE
3,0.019528619528619513,0.0042441459935328935,0.0,0.0,0.9583828775267543,0.0,0.05376417325566207,0.12479744715437395,0.020202020202020193,0.004516534406153996,2020-10-13,55,29,AAVE
4,0.014035087719298234,0.0037044833487399594,0.0,0.0,0.9700000000000004,0.0,0.02542634634435242,0.11259757660387175,0.014222222222222214,0.004301095659051621,2020-10-14,76,40,AAVE
5,0.005692599620493355,0.0013855294787963718,0.0285204991087344,0.16328288307744185,0.9872461993674124,0.5,0.01038570451357074,0.07258030945055453,0.005806643282924113,0.0014988389955583254,2020-10-15,187,99,AAVE
6,0.010089472682276782,0.001656691932398684,0.0,0.0,0.9789960840156646,0.0,0.02871139365590054,0.09471797948546938,0.010279840091376344,0.0017962357529287703,2020-10-16,103,53,AAVE
7,0.014906832298136627,0.002431906077549703,0.0,0.0,0.9706790123456783,0.0,0.02439203134119947,0.11785227897383233,0.014630779848171136,0.0025971605550711126,2020-10-17,70,36,AAVE
8,0.014486921529175027,0.0016954023688483615,0.0,0.0,0.9706790123456783,0.0,0.02404855211329051,0.1170432378609996,0.014621059691482204,0.0018572202429318822,2020-10-18,71,36,AAVE
9,0.010707070707070691,0.0031519964889760643,0.0,0.0,0.9754360982556076,0.0,0.02732738941636907,0.09667823226364017,0.011326599326599313,0.0036337930731458125,2020-10-19,100,53,AAVE
10,0.007616629641383685,0.002136668332220546,0.0,0.0,0.9826388888888896,0.0,0.015375957467799297,0.08403049631540768,0.007994438651372959,0.0026477892759532414,2020-10-20,138,72,AAVE
11,0.013653013653013649,0.003562753933996942,0.0,0.0,0.9696609161213559,0.0,0.02477405150299102,0.11119931894037904,0.014274614274614267,0.004079487222838002,2020-10-21,78,41,AAVE
12,0.010505050505050488,0.0024533167933289083,0.0,0.0,0.9785502958579891,0.0,0.013775611349535777,0.09954559653668762,0.010437710437710421,0.0015507279005785811,2020-10-22,100,52,AAVE
13,0.013307367737747463,0.003208767148386965,0.0,0.0,0.9732302201070785,0.0,0.0174337478491383,0.11186009407581311,0.013090987774532057,0.0015815922161270455,2020-10-23,79,41,AAVE
14,0.013693693693693679,0.001560406132944937,0.0,0.0,0.9722991689750695,0.0,0.02276622966243016,0.11396582044641473,0.0138138138138138,0.0017101945869414396,2020-10-24,75,38,AAVE
15,0.01638504864311315,0.0020320670591893937,0.0,0.0,0.966796875,0.0,0.027101700805815063,0.12402694570953413,0.016555726233145576,0.0022233568231064295,2020-10-25,63,32,AAVE
16,0.011557886557886615,0.05302754885436099,0.020833333333333332,0.14332465957384288,0.39997175340724545,0.0007161613750298401,0.052009634340110016,0.06533826467288577,0.2137298797134858,0.15561879252239122,2020-10-26,144,119,AAVE
17,0.015721120984278882,0.011698685429303794,0.0,0.0,0.944234404536862,0.0,0.035159419410775695,0.10911207254202862,0.02043745727956251,0.016865380562627947,2020-10-27,77,46,AAVE
18,0.010730065221965061,0.00252887507021734,0.0,0.0,0.9773164167627842,0.0,0.019719968517930318,0.09958108329044105,0.010842275054351622,0.002938414142935527,2020-10-28,98,51,AAVE
19,0.012311901504787946,0.0030768575350937724,0.0,0.0,0.9728395061728399,0.0,0.022470291266728063,0.10608417284476364,0.012822617419060633,0.003533802096973125,2020-10-29,86,45,AAVE
20,0.010505050505050491,0.0019893574299690154,0.0,0.0,0.9778106508875749,0.0,0.03414681230796044,0.09446283652339356,0.010774410774410765,0.0021402078322011048,2020-10-30,100,52,AAVE
21,0.011746680286006126,0.0026811692697943004,0.0,0.0,0.9763705103969761,0.0,0.015476647580649903,0.10545799092476524,0.011576438542730673,0.0013220075063707516,2020-10-31,89,46,AAVE
22,0.015377657168701934,0.001851052187216749,0.0,0.0,0.96885813148789,0.0,0.02548398769261176,0.12038372655526361,0.01552841851349313,0.002026587863241291,2020-11-01,67,34,AAVE
23,0.01636904761904759,0.003968253968253971,0.0,0.0,0.9641873278236919,0.0,0.03018771197592563,0.12225895824756627,0.016964285714285682,0.004739807636817167,2020-11-02,64,33,AAVE
24,0.01405405405405404,0.002665929523870658,0.0,0.0,0.969099276791584,0.0,0.025964833436531512,0.11327060738743634,0.014444444444444437,0.0033291876421557326,2020-11-03,75,39,AAVE
25,0.017514124293785294,0.003068141266430382,0.0,0.0,0.9635796045785642,0.0,0.04024153489437553,0.12370256373216329,0.01789077212806025,0.0033166910432800103,2020-11-04,60,31,AAVE
26,0.006085842408712377,0.01099832329403925,0.013392857142857142,0.11520738618751351,0.9306613573407208,0.004137931034482759,0.0212910150108509,0.06347412736139973,0.020132563817812026,0.02635694069937382,2020-11-05,224,152,AAVE
27,0.005852842809364566,0.006551361022976478,0.0,0.0,0.9647266313932964,0.0,0.01782573218685721,0.06716863918333879,0.010511813421020595,0.012891866743566018,2020-11-06,208,126,AAVE
